,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19
342,43.30144918748399,43.27546265550516,43.223756318986034,43.14699745637856,43.04624059484405,42.92290482768592,42.77874245524047,42.61579996544982,42.436372641235835,42.24295429923664,42.0381838194578,41.824790212245325,41.60553798560171,41.383174523763955,41.160381072131365,40.93972875217446,40.72364081357922,40.51436208225683,40.31393629591107,40.12419174805623
344,51.05154927159978,51.02522037912129,50.9728328185749,50.8950625141691,50.79297760848259,50.668015476007184,50.52195094507428,50.356856758186936,50.17505757517184,49.97907904374201,49.7715936189139,49.555364900504784,49.333192274533666,49.10785759131937,48.882075495481885,48.65844884912449,48.43943047005574,48.22729215483806,48.024101685832925,47.83170824687961
346,61.56575863338433,61.539080769344196,61.48599883151589,61.40719755849642,61.30375897305832,61.17713908571609,61.02913568933904,60.86184828891825,60.677631488552606,60.47904338068108,60.268790641334526,60.04967212390399,59.82452276049603,59.596159525966016,59.36733110033646,59.14067268885547,58.91866723642801,58.70361401756406,58.49760530862012,58.30251157077164
348,80.86176630541166,80.83473269052367,80.780942887502,80.70109062232127,80.59627206954976,80.46796223969066,80.31798233791145,80.1484591526497,79.96177781417705,79.76052948900164,79.54745573666276,79.32539134514934,79.0972074777172,78.86575690892627,78.63382300649837,78.4040739365677,78.17902334420529,77.96099850192473,77.75211664068325,77.5542698956738
350,66.66579278877339,66.63839647021412,66.5838849688627,66.50296117555723,66.39673569530709,66.26670291199365,66.11470790241769,65.94290527286819,65.75371127668507,65.54975079997891,65.33380096530456,65.10873319372979,64.87745558224847,64.6428573975332,64.4077573639242,64.17485724189058,63.94670196427721,63.725647334816806,63.51383601129346,63.31318220957114
352,66.26473658994307,66.2369704358389,66.18172304683011,66.09970666074567,65.9920465989518,65.86025700182333,65.70620728907582,65.5320804331314,65.34032442276826,65.13359852593979,64.91471612527843,64.68658599142401,64.45215387578111,64.21434624733,63.97601787309661,63.7399047575381,63.50858372387785,63.284439653857035,63.06964111629907,62.866124824677286
354,61.11554628259503,61.08740297629993,61.031405142732766,60.94827455363288,60.8391515401444,60.7055703922911,60.549425356316426,60.37292833338136,60.17855967604437,59.969013713585426,59.74714080389455,59.51588780226549,59.278238853847796,59.03715835847854,58.795537829631236,58.5561481821236,58.321598747635086,58.09430404670891,57.87645905578556,57.67002341349603
356,58.38249037869715,58.35396241285237,58.2971991984364,58.212932232966764,58.10231715853626,57.96690881833959,57.80862678149295,57.62971245528993,57.43267920090031,57.22025710621462,56.99533423826266,56.76089629126102,56.519966562699835,56.27554813076527,56.03056997740158,55.78783861141375,55.54999650698192,55.319488398695626,55.09853617994912,54.88912285302631
358,68.9252668927511,68.89634656311699,68.83880263990311,68.75337654338355,68.64123953577402,68.50396742766756,68.34350562054543,68.16212562049782,67.96237445916219,67.74701869870259,67.51898486847944,67.28129827570969,67.03702214870373,66.78919901104369,66.5407960540176,66.29465608185376,66.05345536175761,65.81966943252353,65.59554762700373,65.3830967609271
360,58.13909970510448,58.10977910415434,58.05143873979213,57.96483015730625,57.85114055647657,57.71196714057942,57.549281666532835,57.36538634765837,57.16286256550073,56.94451409113978,56.71330668939652,56.47230607501948,56.22461620614993,55.97331983900237,55.72142313454262,55.471805912244136,55.227178899875064,54.99004904598847,54.76269365899056,54.54714382950747
362,60.22237215549039,60.192643165755655,60.13349021025626,60.04567516700719,59.930401499334856,59.78928823990725,59.624334038178866,59.43787243942873,59.23251987271039,59.01111807226575,58.77667283209976,58.5322910901481,58.28111835459614,58.026278422376336,57.77081720456202,57.517652274678326,57.26952950615919,57.028987878765705,56.79833322658632,56.57962138863414
364,47.68642054516877,47.65627483232436,47.596292704306556,47.507246585205976,47.39035653670374,47.24726386937172,47.079994676794904,46.890914477767915,46.6826754652189,46.458158111050246,46.22040905344811,45.97257729101162,45.71785072408426,45.45939501993637,45.200296640933686,44.94351167306613,44.691821838677114,44.447798786599535,44.213777441222355,43.99183887586464
366,72.31002435682814,72.27945336250627,72.21862503490237,72.12832256335795,72.00978295183896,71.86467024953254,71.69503856072738,71.50328603668599,71.29210136996662,71.06440456555711,70.82328394280282,70.57193142098745,70.31357815735261,70.05143254137293,69.78862240933191,69.52814313835026,69.27281302166222,69.02523703199023,68.78777976360745,68.56254802289446
